question_id,topic,difficulty,is_active,question_text,reference_law,reference_book,feedback,image,total_options,correct_option_indexes,option_1_text,option_1_is_correct,option_2_text,option_2_is_correct,option_3_text,option_3_is_correct,option_4_text,option_4_is_correct,option_5_text,option_5_is_correct,option_6_text,option_6_is_correct
,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"Circular con las ventanillas abiertas a alta velocidad, ¿qué efecto tiene? (Marque dos)",,,"Circular con las ventanillas abiertas a alta velocidad (generalmente por encima de los 80 km/h) aumenta significativamente el consumo de combustible debido a la resistencia aerodinámica. Al abrir las ventanas, el aire entra en el habitáculo y crea un efecto de ""paracaídas"" o turbulencia que frena el vehículo. Para compensar esta resistencia y mantener la misma velocidad, el motor debe realizar un esfuerzo mayor, lo que dispara el gasto de energía. Recomendación de conducción eficiente:
A baja velocidad (ciudad): Es más eficiente bajar las ventanillas que encender el aire acondicionado.
A alta velocidad (carretera): Es mejor cerrar las ventanas y usar el sistema de ventilación o el aire acondicionado, ya que el impacto del aire en el motor es menor que el de la resistencia al viento.                                                                                                                                                                                                                                                                                                               El efecto paracaídas ocurre cuando circulamos a alta velocidad con las ventanillas abiertas. El aire, en lugar de resbalar por la carrocería, entra en el interior del coche y queda ""atrapado"", generando una fuerza que empuja el vehículo hacia atrás. Desde el enfoque de la conducción eficiente, esto provoca:
Resistencia al avance: El coche pierde su forma aerodinámica y se vuelve más pesado de mover.
Mayor consumo: Para vencer esa resistencia y mantener la velocidad, el motor tiene que inyectar más combustible.
Esfuerzo mecánico: El motor trabaja más forzado para contrarrestar la presión del aire.
A partir de unos 80-90 km/h, este efecto es tan fuerte que resulta mucho más barato encender el aire acondicionado que dejar las ventanas abiertas.
",,3,"1,2",Mayor consumo de combustible,si,Efecto paracaídas,si,No hay diferencia,no,,,,,,
,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Un ralentí alto afecta: (Multirespuesta.),,,"El ralentí alto (cuando el motor gira a más revoluciones de las necesarias mientras el vehículo está detenido) produce principalmente los siguientes efectos:
Mayor consumo de combustible: El motor quema innecesariamente más gasolina o diésel mientras el auto no se está moviendo.
Mayor desgaste del motor: Los componentes internos trabajan más rápido y a mayores temperaturas de lo debido, lo que acorta su vida útil.
Aumento de emisiones: Se liberan más gases contaminantes y partículas nocivas al medio ambiente de forma injustificada.
Sobrecalentamiento: En detenciones prolongadas, el sistema de refrigeración debe esforzarse más para disipar el calor generado por el exceso de revoluciones.
Contaminación acústica: El vehículo genera más ruido del que debería estando en reposo.
Desde el enfoque de la conducción eficiente, se recomienda arrancar el motor sin acelerar y, si la detención va a durar más de un minuto, es mejor apagar el motor.",,3,"1,2,3",Aumento de emisiones contaminantes,si,Aumento de consumo de combustible,si,desgaste acelerado del motor,si,,,,,,
,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"Durante un viaje, si utiliza el aire acondicionado de forma continua, ¿qué ocurre con el consumo de combustible?",,,"Utilizar el aire acondicionado de forma continua durante un viaje incrementa el consumo de combustible, generalmente entre un 5% y un 20% o más, dependiendo de las condiciones. Esto ocurre porque el compresor del aire acondicionado funciona acoplado al motor, lo que aumenta la carga de trabajo de este y exige más energía. Aquí te detallamos qué sucede exactamente y cuándo es más eficiente usarlo:
Impacto en el consumo: El uso continuo puede aumentar el gasto entre 0,2 y 1 litro de combustible por cada 100 km recorridos.
Velocidad y Eficiencia:
A baja velocidad (ciudad): Es preferible bajar las ventanillas, ya que la resistencia del aire es menor y el aire acondicionado gasta más energía del motor innecesariamente.
A alta velocidad (carretera): Es más eficiente encender el aire acondicionado que llevar las ventanillas bajadas. Bajar las ventanillas a más de 80-90 km/h genera una ""fuerza de arrastre"" (resistencia aerodinámica) que obliga al motor a esforzarse más que el propio aire acondicionado.
Factores que influyen: La intensidad del calor exterior, el tamaño del motor del vehículo y la potencia configurada del aire acondicionado determinan el porcentaje exacto de consumo extra. 
",,3,1,Aumenta el consumo entre un 5% y 20%,si,Aumenta un 30%,no,No aumenta,no,,,,,,
,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Cuál de las siguientes prácticas de conducción eficiente contribuye al cuidado del medio ambiente?,,,"Las prácticas de conducción eficiente que más ayudan al medio ambiente suelen ser:
Mantenimiento preventivo: Tener los neumáticos con la presión correcta y el motor a punto reduce el consumo y las emisiones.
Conducción suave: Evitar aceleraciones bruscas y frenazos innecesarios.
Uso de marchas altas: Circular el mayor tiempo posible en las marchas más largas (4ª, 5ª o 6ª) y a bajas revoluciones.
Apagar el motor en paradas largas: Si vas a estar detenido más de un minuto, es mejor apagar el vehículo.
Planificación de rutas: Elegir el camino más corto o con menos tráfico para evitar ralentí innecesario.
",,3,3,Planifique rutas y  evite vías congestionadas,si,"No acelera al encender su vehículo,  acelere suave y progresivamente al iniciar el movimiento.",si,"No baje la marcha de inmediato al retirar el pie del acelerador,deje rodar aproveche la energía.",si,,,,,,
,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"¿Que efecto provoca el óxidos  nítricos, eliminados por el tubo de escape del auto? (Marque dos)",,,"Impacto en la Salud
Irritación: Afectan las mucosas, causando molestias en ojos, nariz y garganta.
Problemas Respiratorios: Pueden provocar espasmos, inflamación de las vías respiratorias y reducir la oxigenación de los tejidos.
Agravamiento de enfermedades: Empeoran cuadros de asma, bronquitis y aumentan la vulnerabilidad a infecciones. 
Impacto en el Medio Ambiente
Lluvia Ácida: Al reaccionar con el agua en la atmósfera, forman ácido nítrico, que acidifica suelos y fuentes de agua.
Daño a la Capa de Ozono: Contribuyen al agotamiento de la capa de ozono y participan en la formación de ""smog"" fotoquímico.
Efecto Invernadero: El óxido nitroso () es un potente gas que acelera el cambio climático. 
Relación con la Conducción Una conducción eficiente puede reducir las emisiones de estos óxidos en aproximadamente un 10% en comparación con una conducción normal. ",,3,"1,2",Irrita las vías respiratorias,si,contribuye al efecto invernadero,si,Es inocuo,no,,,,,,
,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Un vehículo tendrá mayor adherencia cuanto mas grande sea:,,,"La respuesta correcta es: la superficie de contacto entre el neumático y el pavimento. En términos de física aplicada a la conducción, un vehículo tiene mayor adherencia cuando se combinan estos factores:
Superficie de contacto: A mayor área del neumático tocando el suelo, más fricción se genera. Por eso, unos neumáticos excesivamente inflados (que tocan menos el suelo) tienen peor adherencia.
Rugosidad del asfalto: Un pavimento rugoso y en buen estado ofrece mucho mejor agarre que uno liso o desgastado.
Estado del neumático: El dibujo y la profundidad de la banda de rodadura son cruciales, especialmente en mojado, para evacuar el agua y mantener esa adherencia.
",,2,1,FALSO,si,VERDADERO,no,,,,,,,,
,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"En los atropellos, las personas fallecidas corresponden principalmente a:",,,"En Chile, según las estadísticas consolidadas más recientes de la Comisión Nacional de Seguridad de Tránsito (CONASET) para el año 2024, las cifras de personas fallecidas en atropellos son las siguientes:Cifras Clave (Datos 2024)
Total de fallecidos por atropello: Se registraron 404 personas fallecidas.
Representación: Los atropellos constituyen el 28% del total de víctimas fatales en siniestros de tránsito en el país.
Tendencia: Hubo una disminución del 11,6% en la cantidad de peatones fallecidos en comparación con el año 2023.
Peatones participantes: Cerca de 6.683 peatones se vieron involucrados en siniestros viales durante el año. 
Perfil de Vulnerabilidad y Causas
Personas Mayores: Es el grupo más afectado; el 48,7% de los fallecidos de 60 años o más murieron en calidad de peatones (149 de 306 víctimas totales en este rango etario).
Género: Existe una brecha significativa, donde el 76% de los peatones fallecidos son hombres y el 24% son mujeres.
Causas principales: En los atropellos con resultado de muerte, la causa mayoritaria fue la imprudencia del peatón (70,5%). No obstante, factores como el exceso de velocidad y la falta de infraestructura adecuada son determinantes en la gravedad del impacto. 
",,3,1,Personas Mayores,si,Jóvenes,no,Niños jugando.,no,,,,,,
,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"Considerando los atropellos, ¿por qué los peatones tienen mayor probabilidad de fallecer en comparación con otros usuarios de la vía? (Marque dos)",,,"1. Ausencia de protección física Mientras que un conductor cuenta con chasis, airbags y cinturones de seguridad, el peatón recibe la energía del impacto directamente en su cuerpo. Esto provoca lesiones graves en órganos vitales y la cabeza, incluso a velocidades bajas. 2. La velocidad del impacto (Factor Crítico)La probabilidad de sobrevivir a un atropello disminuye drásticamente a medida que aumenta la velocidad del vehículo. Según datos de la CONASET y organismos internacionales:
A 30 km/h: La probabilidad de muerte es de solo un 10%; la gran mayoría de los peatones (90%) sobrevive.
A 50 km/h: El riesgo de muerte se dispara al 80% o 90% (dependiendo del estudio), dejando muy pocas posibilidades de supervivencia.
A 60 km/h o más: El fallecimiento es casi seguro (cercano al 100%). 
3. Dinámica del atropello En un atropello, el peatón suele sufrir dos impactos consecutivos:
Impacto primario: El golpe directo del vehículo (parachoques o capó), que suele dañar las extremidades inferiores y la pelvis.
Impacto secundario: El peatón es lanzado contra el parabrisas o, más frecuentemente, contra el pavimento, donde el golpe en la cabeza suele ser la causa final del fallecimiento.
",,3,"2,3",Por que van distraídos ,no,Porque el peatón recibe la energía del impacto directamente en su cuerpo.,si,Por ausencia de protección física,si,,,,,,
,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Marque las afirmaciones correctas: (Multirespuesta),,,"La velocidad del impacto (Factor Crítico)La probabilidad de sobrevivir a un atropello disminuye drásticamente a medida que aumenta la velocidad del vehículo. Según datos de la CONASET y organismos internacionales:
A 30 km/h: La probabilidad de muerte es de solo un 10%; la gran mayoría de los peatones (90%) sobrevive.
A 50 km/h: El riesgo de muerte se dispara al 80% o 90% (dependiendo del estudio), dejando muy pocas posibilidades de supervivencia.
A 60 km/h o más: El fallecimiento es casi seguro (cercano al 100%).
",,3,"1,2,3","A 30 km/h: La probabilidad de muerte es de solo un 10%, la gran mayoría de los peatones (90%) sobrevive.",si,"A 50 km/h: El riesgo de muerte se dispara al 80% o 90% (dependiendo del estudio), dejando muy pocas posibilidades de supervivencia.",si,A 60 km/h o más: El fallecimiento es casi seguro (cercano al 100%). ,si,,,,,
,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"Si un conductor esta detenido en la pista derecha justo antes de un paso de peatones, usted viene por la pista izquierda. ¿A que debería esta atento?",,,"Debe reducir la velocidad y estar preparado para detenerse, ya que es muy probable que el otro conductor esté cediendo el paso a un peatón que usted aún no ve. Esta es una de las reglas de oro de la seguridad vial y está establecida en la Ley de Tránsito. Aquí te explico por qué es tan importante:
Punto Ciego: El vehículo que está detenido en la pista derecha te bloquea la visual del comienzo del paso de cebra. Un peatón (especialmente un niño o alguien en silla de ruedas) podría estar cruzando y aparecer de repente frente a ti.
Prohibición de Adelantar: Nunca debes adelantar a un vehículo que se encuentra detenido o reduciendo la velocidad antes de un paso de peatones.
Presunción de Paso: Siempre que veas un vehículo detenido ante un paso de cebra, debes asumir que hay una persona cruzando, aunque no la veas.
",,3,1,Posible peatón ingresando a paso de peatones ,si,A los vehículos que vienen en sentido opuesto,no,A ciclistas que vienen atrás,no,,,,,,
